year,scenario,gas,value
2070,SSP3-7.0,ch4_ppb,1983.5766652653356
2071,SSP3-7.0,ch4_ppb,1994.1266583142835
2072,SSP3-7.0,ch4_ppb,2001.365160144258
2073,SSP3-7.0,ch4_ppb,2021.7350261785934
2074,SSP3-7.0,ch4_ppb,2028.2597983579335
2075,SSP3-7.0,ch4_ppb,2052.0690334416086
2076,SSP3-7.0,ch4_ppb,2067.2491342286366
2077,SSP3-7.0,ch4_ppb,2083.162012859786
2078,SSP3-7.0,ch4_ppb,2096.383426114239
2079,SSP3-7.0,ch4_ppb,2108.8647220093158
2080,SSP3-7.0,ch4_ppb,2116.3452771301727
2081,SSP3-7.0,ch4_ppb,2134.949610974288
2082,SSP3-7.0,ch4_ppb,2147.423290842934
2083,SSP3-7.0,ch4_ppb,2147.8881520237915
2084,SSP3-7.0,ch4_ppb,2166.0630638018165
2085,SSP3-7.0,ch4_ppb,2180.009670067049
2086,SSP3-7.0,ch4_ppb,2196.7626116440065
2087,SSP3-7.0,ch4_ppb,2215.097289196026
2088,SSP3-7.0,ch4_ppb,2205.4572382997558
2089,SSP3-7.0,ch4_ppb,2214.4629612753406
2090,SSP3-7.0,ch4_ppb,2239.220424607544
2091,SSP3-7.0,ch4_ppb,2257.2058463101844
2092,SSP3-7.0,ch4_ppb,2267.728933781685
2093,SSP3-7.0,ch4_ppb,2266.7578461422113
2094,SSP3-7.0,ch4_ppb,2274.5916040820134
2095,SSP3-7.0,ch4_ppb,2292.806839655488
2096,SSP3-7.0,ch4_ppb,2323.413214535656
2097,SSP3-7.0,ch4_ppb,2320.643994844641
2098,SSP3-7.0,ch4_ppb,2337.840365821212
2099,SSP3-7.0,ch4_ppb,2345.9075671726446
2100,SSP3-7.0,ch4_ppb,2361.5432777379315
2015,SSP5-8.5,ch4_ppb,1286.989613503924
2016,SSP5-8.5,ch4_ppb,1293.7181730080956
2017,SSP5-8.5,ch4_ppb,1300.4959946163083
2018,SSP5-8.5,ch4_ppb,1314.071938621434
2019,SSP5-8.5,ch4_ppb,1320.9166844012605
2020,SSP5-8.5,ch4_ppb,1330.4040942637853
2021,SSP5-8.5,ch4_ppb,1336.3711765954356
2022,SSP5-8.5,ch4_ppb,1333.4236867708848
2023,SSP5-8.5,ch4_ppb,1346.5305687152345
2024,SSP5-8.5,ch4_ppb,1351.1333800547088
2025,SSP5-8.5,ch4_ppb,1362.5805536648577
2026,SSP5-8.5,ch4_ppb,1370.836152509836
2027,SSP5-8.5,ch4_ppb,1374.930435867615
2028,SSP5-8.5,ch4_ppb,1385.0604922396687
2029,SSP5-8.5,ch4_ppb,1393.17657451223
2030,SSP5-8.5,ch4_ppb,1405.44950018519
2031,SSP5-8.5,ch4_ppb,1419.1803900288871
2032,SSP5-8.5,ch4_ppb,1428.4729322458245
2033,SSP5-8.5,ch4_ppb,1434.9983906402797
2034,SSP5-8.5,ch4_ppb,1453.0599620330158
2035,SSP5-8.5,ch4_ppb,1466.6785554525013
2036,SSP5-8.5,ch4_ppb,1469.3427556641866
2037,SSP5-8.5,ch4_ppb,1488.2623701412558
2038,SSP5-8.5,ch4_ppb,1512.526085671727
2039,SSP5-8.5,ch4_ppb,1517.3077087638844
2040,SSP5-8.5,ch4_ppb,1534.3358354271415
2041,SSP5-8.5,ch4_ppb,1558.9094636606726
2042,SSP5-8.5,ch4_ppb,1575.4022349645984
2043,SSP5-8.5,ch4_ppb,1590.8296141520805
2044,SSP5-8.5,ch4_ppb,1604.5160552330492
2045,SSP5-8.5,ch4_ppb,1624.4306103057845
2046,SSP5-8.5,ch4_ppb,1649.3803323020556
2047,SSP5-8.5,ch4_ppb,1659.1420902958357
2048,SSP5-8.5,ch4_ppb,1669.3773507674034
2049,SSP5-8.5,ch4_ppb,1693.048795788325
2050,SSP5-8.5,ch4_ppb,1706.8277315766416
2051,SSP5-8.5,ch4_ppb,1720.6256632960256
2052,SSP5-8.5,ch4_ppb,1734.8521826970923
2053,SSP5-8.5,ch4_ppb,1747.4716499734063
2054,SSP5-8.5,ch4_ppb,1765.8073807831022
2055,SSP5-8.5,ch4_ppb,1760.8220944699883
2056,SSP5-8.5,ch4_ppb,1787.1350070430833
2057,SSP5-8.5,ch4_ppb,1803.158526974947
2058,SSP5-8.5,ch4_ppb,1815.0631787177851
2059,SSP5-8.5,ch4_ppb,1804.3757977420505
2060,SSP5-8.5,ch4_ppb,1824.767093603942
2061,SSP5-8.5,ch4_ppb,1822.6972095643628
2062,SSP5-8.5,ch4_ppb,1833.647490621541
2063,SSP5-8.5,ch4_ppb,1846.3180224748514
2064,SSP5-8.5,ch4_ppb,1830.2221520830126
2065,SSP5-8.5,ch4_ppb,1839.6018809097748
2066,SSP5-8.5,ch4_ppb,1848.5340756468559
2067,SSP5-8.5,ch4_ppb,1849.0770339458156
2068,SSP5-8.5,ch4_ppb,1865.0293180018614
2069,SSP5-8.5,ch4_ppb,1854.885208693511
2070,SSP5-8.5,ch4_ppb,1866.6675858051285
2071,SSP5-8.5,ch4_ppb,1868.347445168462
2072,SSP5-8.5,ch4_ppb,1861.7901067493665
2073,SSP5-8.5,ch4_ppb,1868.6542663605094
2074,SSP5-8.5,ch4_ppb,1860.6719891835655
2075,SSP5-8.5,ch4_ppb,1859.4223714064074
2076,SSP5-8.5,ch4_ppb,1861.8471946535747
2077,SSP5-8.5,ch4_ppb,1870.0121631216894
2078,SSP5-8.5,ch4_ppb,1852.6289839436715
2079,SSP5-8.5,ch4_ppb,1844.1555013358286
2080,SSP5-8.5,ch4_ppb,1850.5716369733564
2081,SSP5-8.5,ch4_ppb,1851.2938384487868
2082,SSP5-8.5,ch4_ppb,1833.5932007517208
2083,SSP5-8.5,ch4_ppb,1838.7874278348083
2084,SSP5-8.5,ch4_ppb,1826.5045495220404
2085,SSP5-8.5,ch4_ppb,1825.0674041362115
2086,SSP5-8.5,ch4_ppb,1812.7782710123506
2087,SSP5-8.5,ch4_ppb,1802.6820123885518
2088,SSP5-8.5,ch4_ppb,1803.7114238917761
2089,SSP5-8.5,ch4_ppb,1782.1489293852342
2090,SSP5-8.5,ch4_ppb,1776.2808055516625
2091,SSP5-8.5,ch4_ppb,1765.6652365933114
2092,SSP5-8.5,ch4_ppb,1748.8444452806427
2093,SSP5-8.5,ch4_ppb,1744.078124826112
2094,SSP5-8.5,ch4_ppb,1739.4919895162711
2095,SSP5-8.5,ch4_ppb,1727.1339862043387
2096,SSP5-8.5,ch4_ppb,1713.4998682245957
2097,SSP5-8.5,ch4_ppb,1716.5041722129718
2098,SSP5-8.5,ch4_ppb,1699.686528895628
2099,SSP5-8.5,ch4_ppb,1690.588364420035
2100,SSP5-8.5,ch4_ppb,1690.5311237744472
1850,Historical,n2o_ppb,189.47185586418001
1851,Historical,n2o_ppb,190.89626188104705
1852,Historical,n2o_ppb,189.82755029436444
1853,Historical,n2o_ppb,189.19906631451042
1854,Historical,n2o_ppb,189.4311669445999
1855,Historical,n2o_ppb,191.2255710058792
1856,Historical,n2o_ppb,190.48277294724235
1857,Historical,n2o_ppb,189.51750996338183
1858,Historical,n2o_ppb,190.92731702164096
1859,Historical,n2o_ppb,190.78108648640543
1860,Historical,n2o_ppb,191.14903627327428
1861,Historical,n2o_ppb,191.01910544988826
1862,Historical,n2o_ppb,189.8544451898777
1863,Historical,n2o_ppb,191.32378194168228
1864,Historical,n2o_ppb,191.6648826068816
1865,Historical,n2o_ppb,191.24096826199644
1866,Historical,n2o_ppb,189.85771813950402
1867,Historical,n2o_ppb,191.69309581151768
1868,Historical,n2o_ppb,191.87487418532947
1869,Historical,n2o_ppb,191.49383454776634
1870,Historical,n2o_ppb,192.2144884622805
1871,Historical,n2o_ppb,192.86464210960423
1872,Historical,n2o_ppb,192.0638027660618
1873,Historical,n2o_ppb,192.05055219016117
1874,Historical,n2o_ppb,191.83646144256144
1875,Historical,n2o_ppb,193.47867325524348
1876,Historical,n2o_ppb,192.50644052166118
1877,Historical,n2o_ppb,192.62388800763424
1878,Historical,n2o_ppb,192.19639877109262
1879,Historical,n2o_ppb,192.39667689221946
1880,Historical,n2o_ppb,193.7288341480108
1881,Historical,n2o_ppb,192.03474043058557
1882,Historical,n2o_ppb,193.59350777742196
1883,Historical,n2o_ppb,193.45372136807
1884,Historical,n2o_ppb,193.9435919761594
1885,Historical,n2o_ppb,194.00255901710386
1886,Historical,n2o_ppb,194.02463501081095
1887,Historical,n2o_ppb,193.75908538636358
1888,Historical,n2o_ppb,193.71131453290863
1889,Historical,n2o_ppb,193.86007133006
1890,Historical,n2o_ppb,194.20987791507912
1891,Historical,n2o_ppb,193.17817502703033
1892,Historical,n2o_ppb,193.735486897024
1893,Historical,n2o_ppb,192.8287975684229
1894,Historical,n2o_ppb,194.00593701307417
1895,Historical,n2o_ppb,194.0478614560371
1896,Historical,n2o_ppb,194.3582595804778
1897,Historical,n2o_ppb,194.2499963085347
1898,Historical,n2o_ppb,195.56084158796273
1899,Historical,n2o_ppb,194.3904220419511
1900,Historical,n2o_ppb,193.23076453706838
1901,Historical,n2o_ppb,195.42635169267044
1902,Historical,n2o_ppb,195.00102960837228
1903,Historical,n2o_ppb,195.80367903455905
1904,Historical,n2o_ppb,195.05342435607312
1905,Historical,n2o_ppb,196.45274688886627
1906,Historical,n2o_ppb,195.07058783483137
1907,Historical,n2o_ppb,196.23453386725845
1908,Historical,n2o_ppb,196.4747573923598
1909,Historical,n2o_ppb,196.33942338653847
1910,Historical,n2o_ppb,195.79238084648512
1911,Historical,n2o_ppb,195.74247340192116
1912,Historical,n2o_ppb,196.38102732320442
1913,Historical,n2o_ppb,197.29567085698636
1914,Historical,n2o_ppb,197.71187419810258
1915,Historical,n2o_ppb,197.23255705672696
1916,Historical,n2o_ppb,197.15791783158375
1917,Historical,n2o_ppb,197.95254084710538
1918,Historical,n2o_ppb,197.91536169823104
1919,Historical,n2o_ppb,199.10876964168133
1920,Historical,n2o_ppb,198.27918897950323
1921,Historical,n2o_ppb,197.40756633998342
1922,Historical,n2o_ppb,198.60889406155212
1923,Historical,n2o_ppb,198.14293241760075
1924,Historical,n2o_ppb,199.34110097350066
1925,Historical,n2o_ppb,198.136510879785
1926,Historical,n2o_ppb,199.66858931461104
1927,Historical,n2o_ppb,199.43827964039977
1928,Historical,n2o_ppb,198.5694481156651
1929,Historical,n2o_ppb,197.30949494809076
1930,Historical,n2o_ppb,199.54062098157104
1931,Historical,n2o_ppb,199.58890493917903
1932,Historical,n2o_ppb,200.02146107108882
1933,Historical,n2o_ppb,199.43365276968467
1934,Historical,n2o_ppb,199.0463109908571
1935,Historical,n2o_ppb,199.0084741425427
1936,Historical,n2o_ppb,199.7385627427955
1937,Historical,n2o_ppb,199.75112792895428
1938,Historical,n2o_ppb,198.63999199511338
1939,Historical,n2o_ppb,200.50177449220172
1940,Historical,n2o_ppb,200.08011913130477
1941,Historical,n2o_ppb,200.02622094985517
1942,Historical,n2o_ppb,201.1312602162114
1943,Historical,n2o_ppb,202.1491640845432
1944,Historical,n2o_ppb,201.1479859457136
1945,Historical,n2o_ppb,201.45939936336876
1946,Historical,n2o_ppb,202.09083253884396
1947,Historical,n2o_ppb,200.9537358270711
1948,Historical,n2o_ppb,201.5262778619113
1949,Historical,n2o_ppb,202.77231689611307
1950,Historical,n2o_ppb,200.93225580344924
1951,Historical,n2o_ppb,201.1247015130604
1952,Historical,n2o_ppb,201.63186212062342
1953,Historical,n2o_ppb,201.62053935862136
1954,Historical,n2o_ppb,201.85288515666406
1955,Historical,n2o_ppb,201.80352778454952
1956,Historical,n2o_ppb,203.46688829790628
1957,Historical,n2o_ppb,203.45082483922062
1958,Historical,n2o_ppb,203.05744908733038
1959,Historical,n2o_ppb,201.93300822377415
1960,Historical,n2o_ppb,204.21410435864877
1961,Historical,n2o_ppb,204.7112937330755
1962,Historical,n2o_ppb,202.8198866783882
1963,Historical,n2o_ppb,204.03905997919526
1964,Historical,n2o_ppb,204.46538720059584
1965,Historical,n2o_ppb,204.7447308208415
1966,Historical,n2o_ppb,204.56056120665204
1967,Historical,n2o_ppb,205.0608631065535
1968,Historical,n2o_ppb,205.34747305143188
1969,Historical,n2o_ppb,206.3291751985386
1970,Historical,n2o_ppb,206.74355161792067
1971,Historical,n2o_ppb,206.53520992837
1972,Historical,n2o_ppb,205.69612272096538
1973,Historical,n2o_ppb,206.09380476313325
1974,Historical,n2o_ppb,206.42243598752955
1975,Historical,n2o_ppb,208.1952667520862
1976,Historical,n2o_ppb,207.91379132612292
1977,Historical,n2o_ppb,208.7416263908372
1978,Historical,n2o_ppb,208.85880508203795
1979,Historical,n2o_ppb,209.97195413695457
1980,Historical,n2o_ppb,208.64035721589525
1981,Historical,n2o_ppb,210.53175083967412
1982,Historical,n2o_ppb,210.47878890727017
1983,Historical,n2o_ppb,210.13420737036898
1984,Historical,n2o_ppb,211.89595618935894
1985,Historical,n2o_ppb,211.4134351118209
1986,Historical,n2o_ppb,212.1250195255444
1987,Historical,n2o_ppb,212.38095005220526
1988,Historical,n2o_ppb,213.91608798687588
1989,Historical,n2o_ppb,214.52034632078923
1990,Historical,n2o_ppb,214.8363249228969
1991,Historical,n2o_ppb,215.55685241791406
1992,Historical,n2o_ppb,216.18375436082746
1993,Historical,n2o_ppb,216.44462444475664
1994,Historical,n2o_ppb,216.7188520748473
1995,Historical,n2o_ppb,217.33810935406694
1996,Historical,n2o_ppb,216.84965992438134
1997,Historical,n2o_ppb,216.58503480315366
1998,Historical,n2o_ppb,218.92596773385344
1999,Historical,n2o_ppb,220.03443075785887
2000,Historical,n2o_ppb,218.27653857118895
2001,Historical,n2o_ppb,219.22606717078665
2002,Historical,n2o_ppb,220.60586228008026
2003,Historical,n2o_ppb,220.89348811938262
2004,Historical,n2o_ppb,222.19620637658326
2005,Historical,n2o_ppb,222.16462904700612
2006,Historical,n2o_ppb,222.17647257287882
2007,Historical,n2o_ppb,223.28353217134273
2008,Historical,n2o_ppb,224.01892853957312
2009,Historical,n2o_ppb,223.6269647688156
2010,Historical,n2o_ppb,224.2891783931994
2011,Historical,n2o_ppb,225.1730835157527
2012,Historical,n2o_ppb,227.52735687948055
2013,Historical,n2o_ppb,226.32164793976509
2014,Historical,n2o_ppb,228.15701191729553
2015,SSP1-1.9,n2o_ppb,229.40301600659714
2016,SSP1-1.9,n2o_ppb,231.63397174761707
2017,SSP1-1.9,n2o_ppb,229.71241196857488
2018,SSP1-1.9,n2o_ppb,229.29882573738806
2019,SSP1-1.9,n2o_ppb,232.0045065050018
2020,SSP1-1.9,n2o_ppb,232.11461306034192
2021,SSP1-1.9,n2o_ppb,232.94210434737127
2022,SSP1-1.9,n2o_ppb,230.95292353073052
2023,SSP1-1.9,n2o_ppb,233.02011197760248
2024,SSP1-1.9,n2o_ppb,233.98430837938346
2025,SSP1-1.9,n2o_ppb,233.35592748278668
2026,SSP1-1.9,n2o_ppb,234.5888924377295
2027,SSP1-1.9,n2o_ppb,234.03771618549843
2028,SSP1-1.9,n2o_ppb,235.37868105608737
2029,SSP1-1.9,n2o_ppb,234.1153286978274
2030,SSP1-1.9,n2o_ppb,234.7652296067468
2031,SSP1-1.9,n2o_ppb,234.89556777832468
2032,SSP1-1.9,n2o_ppb,235.1969589849082
2033,SSP1-1.9,n2o_ppb,236.10487982185867
2034,SSP1-1.9,n2o_ppb,237.10557011571606
2035,SSP1-1.9,n2o_ppb,235.79120430648376
2036,SSP1-1.9,n2o_ppb,235.56561991202972
2037,SSP1-1.9,n2o_ppb,236.54624420273348
2038,SSP1-1.9,n2o_ppb,237.2351183855974
2039,SSP1-1.9,n2o_ppb,238.28251868115936
2040,SSP1-1.9,n2o_ppb,237.94749774177407
2041,SSP1-1.9,n2o_ppb,237.73897091722444
2042,SSP1-1.9,n2o_ppb,236.07589215824697
2043,SSP1-1.9,n2o_ppb,237.91164583812522
2044,SSP1-1.9,n2o_ppb,236.30282424278792
2045,SSP1-1.9,n2o_ppb,238.36582526679658
2046,SSP1-1.9,n2o_ppb,239.731380912927
2047,SSP1-1.9,n2o_ppb,237.61996611279343
2048,SSP1-1.9,n2o_ppb,239.94727441327524
2049,SSP1-1.9,n2o_ppb,238.65306629029385
2050,SSP1-1.9,n2o_ppb,239.31558279107526
2051,SSP1-1.9,n2o_ppb,239.18346386670498
2052,SSP1-1.9,n2o_ppb,239.47705846081774
2053,SSP1-1.9,n2o_ppb,240.21284903645304
2054,SSP1-1.9,n2o_ppb,241.0862419473907
2055,SSP1-1.9,n2o_ppb,240.67979901807104
2056,SSP1-1.9,n2o_ppb,239.61533974960787
2057,SSP1-1.9,n2o_ppb,240.24715258162527
2058,SSP1-1.9,n2o_ppb,239.64816889608608
2059,SSP1-1.9,n2o_ppb,240.6118897570717
2060,SSP1-1.9,n2o_ppb,241.28010250401002
2061,SSP1-1.9,n2o_ppb,240.27536795448438
2062,SSP1-1.9,n2o_ppb,240.8472084262784
2063,SSP1-1.9,n2o_ppb,241.96876758493397
2064,SSP1-1.9,n2o_ppb,241.34815110257796
2065,SSP1-1.9,n2o_ppb,241.57385602119945
2066,SSP1-1.9,n2o_ppb,241.32446294922767
2067,SSP1-1.9,n2o_ppb,242.26768169446905
2068,SSP1-1.9,n2o_ppb,240.83076763136347
2069,SSP1-1.9,n2o_ppb,242.98969774632508
2070,SSP1-1.9,n2o_ppb,242.4666099636057
2071,SSP1-1.9,n2o_ppb,241.43399435062133
2072,SSP1-1.9,n2o_ppb,241.5698485238152
2073,SSP1-1.9,n2o_ppb,243.44242406122797
2074,SSP1-1.9,n2o_ppb,241.38875523521696
2075,SSP1-1.9,n2o_ppb,242.27440546179332
2076,SSP1-1.9,n2o_ppb,242.90247286979653
2077,SSP1-1.9,n2o_ppb,243.16012643075177
2078,SSP1-1.9,n2o_ppb,244.18679842980404
2079,SSP1-1.9,n2o_ppb,243.29137580647253
2080,SSP1-1.9,n2o_ppb,241.9481587879334
2081,SSP1-1.9,n2o_ppb,244.70574414133347
2082,SSP1-1.9,n2o_ppb,243.1764314568413
2083,SSP1-1.9,n2o_ppb,243.08593045979012
2084,SSP1-1.9,n2o_ppb,243.66563776429203
2085,SSP1-1.9,n2o_ppb,243.4368062143145
2086,SSP1-1.9,n2o_ppb,243.45999566406056
2087,SSP1-1.9,n2o_ppb,244.45478308794063
2088,SSP1-1.9,n2o_ppb,245.41707457483272
2089,SSP1-1.9,n2o_ppb,244.34094863346448
2090,SSP1-1.9,n2o_ppb,245.11015663525902
2091,SSP1-1.9,n2o_ppb,245.28431653576826
2092,SSP1-1.9,n2o_ppb,244.3068361971763
2093,SSP1-1.9,n2o_ppb,245.6490483271722
2094,SSP1-1.9,n2o_ppb,246.45017169094342
2095,SSP1-1.9,n2o_ppb,245.072447935117
2096,SSP1-1.9,n2o_ppb,246.2898098851099
2097,SSP1-1.9,n2o_ppb,246.56240343538573
2098,SSP1-1.9,n2o_ppb,246.0776259501548
2099,SSP1-1.9,n2o_ppb,246.9243816092771
2100,SSP1-1.9,n2o_ppb,246.3565539271455
2015,SSP1-2.6,n2o_ppb,228.5662011523971
2016,SSP1-2.6,n2o_ppb,230.7323297352923
2017,SSP1-2.6,n2o_ppb,229.36334018693017
2018,SSP1-2.6,n2o_ppb,230.9747619498753
2019,SSP1-2.6,n2o_ppb,230.1872805705264
2020,SSP1-2.6,n2o_ppb,231.31273339524085
2021,SSP1-2.6,n2o_ppb,229.933031133667
2022,SSP1-2.6,n2o_ppb,232.58380746991605
2023,SSP1-2.6,n2o_ppb,233.30156992440607
2024,SSP1-2.6,n2o_ppb,232.80733688490207
2025,SSP1-2.6,n2o_ppb,233.7829252199529
2026,SSP1-2.6,n2o_ppb,232.62444615656977
2027,SSP1-2.6,n2o_ppb,234.185177651383
2028,SSP1-2.6,n2o_ppb,233.76716614615444
2029,SSP1-2.6,n2o_ppb,234.60689382929914
2030,SSP1-2.6,n2o_ppb,235.7619999313103
2031,SSP1-2.6,n2o_ppb,235.58462241620325
2032,SSP1-2.6,n2o_ppb,236.4806953037175
2033,SSP1-2.6,n2o_ppb,237.12569774329603
2034,SSP1-2.6,n2o_ppb,235.3220355210365
2035,SSP1-2.6,n2o_ppb,236.71350305457665
2036,SSP1-2.6,n2o_ppb,236.95301101223265
2037,SSP1-2.6,n2o_ppb,235.47319752488914
2038,SSP1-2.6,n2o_ppb,236.00395392751142
2039,SSP1-2.6,n2o_ppb,236.83778264546635
2040,SSP1-2.6,n2o_ppb,237.03455470134685
2041,SSP1-2.6,n2o_ppb,237.1431480143167
2042,SSP1-2.6,n2o_ppb,239.19766295024695
2043,SSP1-2.6,n2o_ppb,238.32489466416192
2044,SSP1-2.6,n2o_ppb,239.81854196109774
2045,SSP1-2.6,n2o_ppb,238.66752083006614
2046,SSP1-2.6,n2o_ppb,237.82136755738924
2047,SSP1-2.6,n2o_ppb,238.2718865372731
2048,SSP1-2.6,n2o_ppb,239.02712184137818
2049,SSP1-2.6,n2o_ppb,238.600527566789
2050,SSP1-2.6,n2o_ppb,239.9853895714253
2051,SSP1-2.6,n2o_ppb,240.16522494665435
2052,SSP1-2.6,n2o_ppb,238.09428367996207
2053,SSP1-2.6,n2o_ppb,239.1657991661931
2054,SSP1-2.6,n2o_ppb,239.31037250358293
2055,SSP1-2.6,n2o_ppb,239.29069343045128
2056,SSP1-2.6,n2o_ppb,240.04288497217783
2057,SSP1-2.6,n2o_ppb,240.0208821962694
2058,SSP1-2.6,n2o_ppb,240.145955793326
2059,SSP1-2.6,n2o_ppb,241.3886821918808
2060,SSP1-2.6,n2o_ppb,242.1624652109411
2061,SSP1-2.6,n2o_ppb,240.02601200600068
2062,SSP1-2.6,n2o_ppb,240.71990687153186
2063,SSP1-2.6,n2o_ppb,241.06660969798273
2064,SSP1-2.6,n2o_ppb,240.82854232430014
2065,SSP1-2.6,n2o_ppb,241.07296835775017
2066,SSP1-2.6,n2o_ppb,240.18721092516526
2067,SSP1-2.6,n2o_ppb,242.7896876843719
2068,SSP1-2.6,n2o_ppb,241.13576811659027
2069,SSP1-2.6,n2o_ppb,240.99467708581386
2070,SSP1-2.6,n2o_ppb,241.8129451272245
2071,SSP1-2.6,n2o_ppb,242.5881567787144
2072,SSP1-2.6,n2o_ppb,242.067597409972
2073,SSP1-2.6,n2o_ppb,243.6200800532353
2074,SSP1-2.6,n2o_ppb,241.98562107136195
2075,SSP1-2.6,n2o_ppb,241.71645550724395
2076,SSP1-2.6,n2o_ppb,243.77102940124846
2077,SSP1-2.6,n2o_ppb,243.8859623950858
2078,SSP1-2.6,n2o_ppb,242.4535328448357
2079,SSP1-2.6,n2o_ppb,244.12896327539366
2080,SSP1-2.6,n2o_ppb,243.18131064223178
2081,SSP1-2.6,n2o_ppb,244.21346973006618
2082,SSP1-2.6,n2o_ppb,243.75796201667387
2083,SSP1-2.6,n2o_ppb,243.48916709705253
2084,SSP1-2.6,n2o_ppb,244.14846555372546
2085,SSP1-2.6,n2o_ppb,244.820502022692
2086,SSP1-2.6,n2o_ppb,243.60034801938576
2087,SSP1-2.6,n2o_ppb,245.65357013091355
2088,SSP1-2.6,n2o_ppb,244.67386560581318
2089,SSP1-2.6,n2o_ppb,244.97794915204378
2090,SSP1-2.6,n2o_ppb,244.76529072163115
2091,SSP1-2.6,n2o_ppb,246.2554161039576
2092,SSP1-2.6,n2o_ppb,244.16334791600696
2093,SSP1-2.6,n2o_ppb,244.89297517499696
2094,SSP1-2.6,n2o_ppb,244.66494819022827
2095,SSP1-2.6,n2o_ppb,245.49163641226409
2096,SSP1-2.6,n2o_ppb,246.83273539813368
2097,SSP1-2.6,n2o_ppb,244.95766958876007
2098,SSP1-2.6,n2o_ppb,246.1944272382056
2099,SSP1-2.6,n2o_ppb,246.47727259943392
2100,SSP1-2.6,n2o_ppb,246.5409784943893
2015,SSP2-4.5,n2o_ppb,229.57124521748122
2016,SSP2-4.5,n2o_ppb,228.5862751586013
2017,SSP2-4.5,n2o_ppb,229.90268469598325
2018,SSP2-4.5,n2o_ppb,230.36339631583692
2019,SSP2-4.5,n2o_ppb,229.4426423467385
2020,SSP2-4.5,n2o_ppb,230.74361689389113
2021,SSP2-4.5,n2o_ppb,232.4583986813896
2022,SSP2-4.5,n2o_ppb,230.6631492973197
2023,SSP2-4.5,n2o_ppb,232.65289792463207
2024,SSP2-4.5,n2o_ppb,234.41936755376503
2025,SSP2-4.5,n2o_ppb,233.03331398873016
2026,SSP2-4.5,n2o_ppb,234.6467469852234
2027,SSP2-4.5,n2o_ppb,236.22655326024275
2028,SSP2-4.5,n2o_ppb,236.291909282188
2029,SSP2-4.5,n2o_ppb,236.84142784416036
2030,SSP2-4.5,n2o_ppb,236.95634735409777
2031,SSP2-4.5,n2o_ppb,236.72509932567579
2032,SSP2-4.5,n2o_ppb,238.34714869121453
2033,SSP2-4.5,n2o_ppb,237.96146341265077
2034,SSP2-4.5,n2o_ppb,238.26870870931228
2035,SSP2-4.5,n2o_ppb,238.7786869908858
2036,SSP2-4.5,n2o_ppb,240.81209900226284
2037,SSP2-4.5,n2o_ppb,240.31568635611637
2038,SSP2-4.5,n2o_ppb,240.41126816697118
2039,SSP2-4.5,n2o_ppb,242.3210660009976
2040,SSP2-4.5,n2o_ppb,242.8534020161672
2041,SSP2-4.5,n2o_ppb,242.63365016049542
2042,SSP2-4.5,n2o_ppb,244.09349710271565
2043,SSP2-4.5,n2o_ppb,244.0793337335484
2044,SSP2-4.5,n2o_ppb,245.6369292865575
2045,SSP2-4.5,n2o_ppb,246.68324858453354
2046,SSP2-4.5,n2o_ppb,246.47965890544629
2047,SSP2-4.5,n2o_ppb,245.15647796981793
2048,SSP2-4.5,n2o_ppb,248.6432913268966
2049,SSP2-4.5,n2o_ppb,247.40261790101903
2050,SSP2-4.5,n2o_ppb,248.02497213196457
2051,SSP2-4.5,n2o_ppb,248.41995428250925
2052,SSP2-4.5,n2o_ppb,249.3986369822297
2053,SSP2-4.5,n2o_ppb,249.88944389446718
2054,SSP2-4.5,n2o_ppb,250.6832283522526
2055,SSP2-4.5,n2o_ppb,251.16339461134174
2056,SSP2-4.5,n2o_ppb,251.05133716348195
2057,SSP2-4.5,n2o_ppb,250.28005090571637
2058,SSP2-4.5,n2o_ppb,252.53275562727478
2059,SSP2-4.5,n2o_ppb,252.5864383374383
2060,SSP2-4.5,n2o_ppb,252.1693099529017
2061,SSP2-4.5,n2o_ppb,252.6097907302051
2062,SSP2-4.5,n2o_ppb,253.91447731051355
2063,SSP2-4.5,n2o_ppb,255.13403192360832
2064,SSP2-4.5,n2o_ppb,254.60400017568398
2065,SSP2-4.5,n2o_ppb,256.40996897602145
2066,SSP2-4.5,n2o_ppb,255.53786503933256
2067,SSP2-4.5,n2o_ppb,256.182012127873
2068,SSP2-4.5,n2o_ppb,258.15355880787604
2069,SSP2-4.5,n2o_ppb,256.66303032610057
2070,SSP2-4.5,n2o_ppb,257.6025259025909
2071,SSP2-4.5,n2o_ppb,258.1492016169556
2072,SSP2-4.5,n2o_ppb,258.0428005649276
2073,SSP2-4.5,n2o_ppb,256.9628864532464
2074,SSP2-4.5,n2o_ppb,259.339259217845
2075,SSP2-4.5,n2o_ppb,258.5952221904661
2076,SSP2-4.5,n2o_ppb,259.7597410206614
2077,SSP2-4.5,n2o_ppb,258.3821085894834
2078,SSP2-4.5,n2o_ppb,260.07247243254335
2079,SSP2-4.5,n2o_ppb,260.03532624264665
2080,SSP2-4.5,n2o_ppb,258.16685288334037
2081,SSP2-4.5,n2o_ppb,260.7328142915072
2082,SSP2-4.5,n2o_ppb,259.31764014698774
2083,SSP2-4.5,n2o_ppb,260.1893355594283
2084,SSP2-4.5,n2o_ppb,261.3969598817273
2085,SSP2-4.5,n2o_ppb,262.71059295766224
2086,SSP2-4.5,n2o_ppb,259.4468839202051
